127.0.0.1 - - [08/Apr/2019:09:34:17 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:44:07 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:44:07 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:44:07 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:27 +0530] "GET /EEWQ/Ureg2.jsp HTTP/1.1" 200 8712
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:28 +0530] "GET /EEWQ/WSO2.jpg HTTP/1.1" 404 977
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:28 +0530] "GET /EEWQ/99x.jpg HTTP/1.1" 404 975
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:28 +0530] "GET /EEWQ/sys.jpg HTTP/1.1" 404 975
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:28 +0530] "GET /EEWQ/pear.jpg HTTP/1.1" 404 977
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:28 +0530] "GET /EEWQ/ifs.jpg HTTP/1.1" 200 27974
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:28 +0530] "GET /EEWQ/oracle.jpg HTTP/1.1" 200 15788
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:28 +0530] "GET /EEWQ/micro.jpg HTTP/1.1" 404 979
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:28 +0530] "GET /EEWQ/b.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:28 +0530] "GET /EEWQ/jquery-1.8.0.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:28 +0530] "GET /EEWQ/screen.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:28 +0530] "GET /EEWQ/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:29 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:29 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:29 +0530] "GET /EEWQ/jquery.prettyPhoto.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:29 +0530] "GET /EEWQ/superfish.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:29 +0530] "GET /EEWQ/hoverIntent.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:29 +0530] "GET /EEWQ/jquery.flexslider-min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:29 +0530] "GET /EEWQ/modernizr.custom.29473.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:30 +0530] "GET /images/bg/caption.png HTTP/1.1" 404 993
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:30 +0530] "GET /images/bg/caption2.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:58 +0530] "GET /EEWQ/Ureg2.jsp HTTP/1.1" 200 8712
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:58 +0530] "GET /EEWQ/screen.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:58 +0530] "GET /EEWQ/jquery-1.8.0.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:58 +0530] "GET /EEWQ/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:58 +0530] "GET /EEWQ/jquery.prettyPhoto.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:58 +0530] "GET /EEWQ/superfish.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:58 +0530] "GET /EEWQ/hoverIntent.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:59 +0530] "GET /EEWQ/jquery.flexslider-min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:59 +0530] "GET /EEWQ/modernizr.custom.29473.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:59 +0530] "GET /EEWQ/WSO2.jpg HTTP/1.1" 404 977
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:58:59 +0530] "GET /EEWQ/sys.jpg HTTP/1.1" 404 975
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:59:00 +0530] "GET /EEWQ/99x.jpg HTTP/1.1" 404 975
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:59:00 +0530] "GET /EEWQ/pear.jpg HTTP/1.1" 404 977
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:59:00 +0530] "GET /EEWQ/ifs.jpg HTTP/1.1" 200 27974
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:59:00 +0530] "GET /EEWQ/oracle.jpg HTTP/1.1" 200 15788
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:59:00 +0530] "GET /EEWQ/micro.jpg HTTP/1.1" 404 979
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:59:00 +0530] "GET /EEWQ/b.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:59:01 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:59:01 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:59:01 +0530] "GET /images/bg/caption.png HTTP/1.1" 404 993
0:0:0:0:0:0:0:1 - - [08/Apr/2019:09:59:01 +0530] "GET /images/bg/caption2.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:05 +0530] "GET /EEWQ/Universities.jsp HTTP/1.1" 200 8867
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /EEWQ/NSBM.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /EEWQ/IIT.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /EEWQ/js/jquery-1.8.0.min.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /EEWQ/js/screen.js HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /EEWQ/js/tabs.js HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /EEWQ/js/jquery.prettyPhoto.js HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /EEWQ/Stanford.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /EEWQ/Prin.jpg HTTP/1.1" 404 977
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /EEWQ/Peradeniya.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /images/bg/caption.png HTTP/1.1" 404 993
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /images/bg/caption2.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /EEWQ/Mit.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /EEWQ/Colombo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:01:06 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:07 +0530] "GET /EEWQ/Universities.jsp HTTP/1.1" 200 8867
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:07 +0530] "GET /EEWQ/js/jquery-1.8.0.min.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:07 +0530] "GET /EEWQ/js/tabs.js HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:07 +0530] "GET /EEWQ/js/screen.js HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:07 +0530] "GET /EEWQ/js/jquery.prettyPhoto.js HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:07 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:07 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:07 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:07 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:07 +0530] "GET /EEWQ/Prin.jpg HTTP/1.1" 404 977
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:07 +0530] "GET /EEWQ/js/screen.js HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:07 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:07 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:07 +0530] "GET /images/bg/caption.png HTTP/1.1" 404 993
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:07 +0530] "GET /images/bg/caption2.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:07 +0530] "GET /EEWQ/js/tabs.js HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:08 +0530] "GET /EEWQ/js/jquery.prettyPhoto.js HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:08 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:08 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:08 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:08 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:13 +0530] "GET /EEWQ/Universities.jsp HTTP/1.1" 200 8869
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:13 +0530] "GET /EEWQ/js/jquery-1.8.0.min.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:13 +0530] "GET /EEWQ/js/screen.js HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:13 +0530] "GET /EEWQ/js/tabs.js HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:13 +0530] "GET /EEWQ/js/jquery.prettyPhoto.js HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:13 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:13 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:13 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:13 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:02:13 +0530] "GET /EEWQ/pricet.jpg HTTP/1.1" 200 2125880
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:04:11 +0530] "GET /EEWQ/Universities.jsp HTTP/1.1" 200 8871
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:04:11 +0530] "GET /EEWQ/NSBM.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:04:11 +0530] "GET /EEWQ/IIT.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:04:11 +0530] "GET /EEWQ/js/jquery-1.8.0.min.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:04:11 +0530] "GET /EEWQ/js/screen.js HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:04:11 +0530] "GET /EEWQ/js/tabs.js HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:04:11 +0530] "GET /EEWQ/js/jquery.prettyPhoto.js HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:04:11 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:04:11 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:04:11 +0530] "GET /EEWQ/Colom.jpg HTTP/1.1" 200 358762
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:04:11 +0530] "GET /EEWQ/pricet.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:04:11 +0530] "GET /EEWQ/Peradeniya.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:04:11 +0530] "GET /EEWQ/Mit.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:04:11 +0530] "GET /EEWQ/Colombo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:04:11 +0530] "GET /EEWQ/Stanford.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:04:12 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:04:12 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:04:12 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:04:12 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:04:12 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:04:12 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/Universities.jsp HTTP/1.1" 200 8871
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/NSBM.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/IIT.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/js/screen.js HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/js/jquery-1.8.0.min.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/js/jquery.prettyPhoto.js HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/js/tabs.js HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/Stanford.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/Colom.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/Mit.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/pricet.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/Peradeniya.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/Colombo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/js/screen.js HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/js/tabs.js HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/js/jquery.prettyPhoto.js HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:28 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:49 +0530] "GET /EEWQ/Universities.jsp HTTP/1.1" 200 8863
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:49 +0530] "GET /EEWQ/js/jquery-1.8.0.min.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:49 +0530] "GET /EEWQ/js/screen.js HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:49 +0530] "GET /EEWQ/js/tabs.js HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:49 +0530] "GET /EEWQ/js/jquery.prettyPhoto.js HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:49 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:49 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:49 +0530] "GET /EEWQ/js/screen.js HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:49 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:49 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:49 +0530] "GET /EEWQ/js/tabs.js HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:49 +0530] "GET /EEWQ/js/jquery.prettyPhoto.js HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:49 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:49 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:49 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:08:49 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:14 +0530] "GET /EEWQ/Universities.jsp HTTP/1.1" 200 8866
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:14 +0530] "GET /EEWQ/pricet.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:14 +0530] "GET /EEWQ/Colom.jpg HTTP/1.1" 200 358762
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:14 +0530] "GET /EEWQ/js/jquery-1.8.0.min.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:14 +0530] "GET /EEWQ/js/jquery.prettyPhoto.js HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:14 +0530] "GET /EEWQ/js/screen.js HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:14 +0530] "GET /EEWQ/js/tabs.js HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:14 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:15 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:15 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:15 +0530] "GET /images/bg/caption.png HTTP/1.1" 404 993
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:15 +0530] "GET /EEWQ/anna.jpg HTTP/1.1" 404 977
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:15 +0530] "GET /images/rausch.png HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:15 +0530] "GET /images/bg/lightpaperfibers.png HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:15 +0530] "GET /images/bg/caption2.png HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:15 +0530] "GET /EEWQ/js/tabs.js HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:15 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:15 +0530] "GET /EEWQ/js/jquery.prettyPhoto.js HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:15 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:15 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:15 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:15 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:22 +0530] "GET /EEWQ/Universities.jsp HTTP/1.1" 200 8866
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:22 +0530] "GET /EEWQ/Colom.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:22 +0530] "GET /EEWQ/anna.jpg HTTP/1.1" 404 977
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:22 +0530] "GET /EEWQ/js/jquery-1.8.0.min.js HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:22 +0530] "GET /EEWQ/js/screen.js HTTP/1.1" 404 985
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:22 +0530] "GET /EEWQ/js/tabs.js HTTP/1.1" 404 981
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:22 +0530] "GET /EEWQ/js/jquery.prettyPhoto.js HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:22 +0530] "GET /EEWQ/js/superfish.js HTTP/1.1" 404 991
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:22 +0530] "GET /EEWQ/js/hoverIntent.js HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:22 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:22 +0530] "GET /EEWQ/js/modernizr.custom.29473.js HTTP/1.1" 404 1017
0:0:0:0:0:0:0:1 - - [08/Apr/2019:10:11:22 +0530] "GET /EEWQ/js/jquery.flexslider-min.js HTTP/1.1" 404 1015
